ut,作者,题名,刊名,年,卷,期,issn,页码,单位,论文类型,影响因子,大类分区,二级单位,作者,备注
WOS:000316739300011,"Zhang, W; Wong, KW; Yu, H; Zhu, ZL",An image encryption scheme using reverse 2-dimensional chaotic map and dependent diffusion,COMMUNICATIONS IN NONLINEAR SCIENCE AND NUMERICAL SIMULATION,2013,18,8,1007-5704,206-2080,"[Zhang, Wei Northeastern Univ, Coll Informat Sci & Engn, Shenyang, Liaoning, Peoples R China; [Wong, Kwok-wo City Univ Hong Kong, Dept Elect Engn, Kowloon Tong, Hong Kong, Peoples R China; [Yu, Hai; Zhu, Zhi-liang Northeastern Univ, Software Coll, She",,,,信息,张伟,
WOS:000328643500007,"Guo, L; Liu, YJ; Wang, FZ; Hou, WG; Gong, B",Cluster-Based Protection for Survivable Fiber-Wireless Access Networks,JOURNAL OF OPTICAL COMMUNICATIONS AND NETWORKING,2013,5,11,1943-0620,1178-1194,"[Guo, Lei; Liu, Yejun; Wang, Fanzhao; Hou, Weigang; Gong, Bo Northeastern Univ, Coll Informat Sci & Engn, Shenyang, Peoples R China; [Hou, Weigang City Univ Hong Kong, Dept Comp Sci, Hong Kong, Hong Kong, Peoples R China",,,,信息,郭磊,
WOS:000326109500005,"Hao, LY; Yang, GH",Fault-tolerant control via sliding-mode output feedback for uncertain linear systems with quantisation,IET CONTROL THEORY AND APPLICATIONS,2013,7,16,1751-8644,1992-2006,"[Hao, Li-Ying; Yang, Guang-Hong Northeastern Univ, Coll Informat Sci & Engn, Shenyang, Peoples R China; [Yang, Guang-Hong Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang, Peoples R China",,,,信息,杨红光,
WOS:000317633700012,"Wang, XW; Sun, JJ; Li, HX; Wu, C; Huang, M",A Reverse Auction Based Allocation Mechanism in the Cloud Computing Environment,APPLIED MATHEMATICS & INFORMATION SCIENCES,2013,7,,1935-0090,7-84,"[Wang, Xingwei; Sun, Jiajia; Huang, Min Northeastern Univ, Coll Informat Sci & Technol, Shenyang, Peoples R China; [Li, Hongxing; Wu, Chuan Univ Hong Kong, Dept Comp Sci, Hong Kong, Hong Kong, Peoples R China",,,,信息,王兴伟,
WOS:000320260700001,"Sun, QY; Zhou, JG; Liu, XR; Yang, J",A Novel Load-Balancing Method and Device by Intelligent Grouping Compound Switches-Based Capacitor Banks Shunt Compensation,MATHEMATICAL PROBLEMS IN ENGINEERING,2013,,,1024-123X,-,"[Sun, Qiuye; Zhou, Jianguo; Liu, Xinrui; Yang, Jun Northeastern Univ, Dept Elect Engn, Shenyang 110819, Peoples R China",,,,信息,孙秋野,
WOS:000316261500004,"Wang, BT; Qu, JW; Wang, XS; Wang, GR; Kitsuregawa, M",VGQ-Vor: extending virtual grid quadtree with Voronoi diagram for mobile k nearest neighbor queries over mobile objects,FRONTIERS OF COMPUTER SCIENCE,2013,7,1,2095-2228,44-54,"[Wang, Botao; Qu, Jingwei; Wang, Xiaosong; Wang, Guoren Northeastern Univ, Dept Informat Sci & Engn, Shenyang 110004, Peoples R China; [Kitsuregawa, Masaru Univ Tokyo, Inst Ind Sci, Tokyo 1538505, Japan",,,,信息,王波涛,
WOS:000326500600010,"Xu, CF; Gu, Y; Zimmermann, R; Lin, SK; Yu, G",Group Location Selection Queries over Uncertain Objects,IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,2013,25,12,1041-4347,2796-2808,"[Xu, Chuanfei; Gu, Yu; Lin, Shukuan; Yu, Ge Northeastern Univ, Dept Informat Sci & Engn, Shenyang 110819, Liaoning, Peoples R China; [Zimmermann, Roger Natl Univ Singapore, Sch Comp, Dept Comp Sci, Singapore 117417, Singapore",,,,信息,谷峪,
WOS:000324663000030,"Tang, JF; Ma, YY; Guan, J; Yan, CJ",A Max-Min Ant System for the split delivery weighted vehicle routing problem,EXPERT SYSTEMS WITH APPLICATIONS,2013,40,18,0957-4174,746-7477,"[Tang, Jiafu; Ma, Yuyan; Yan, Chongjun Northeastern Univ, Dept Syst Engn, State Key Lab Synthet Automat Proc Ind, Shenyang 110004, Peoples R China; [Guan, Jing Agr Bank China, Software Dev Ctr, Beijing 100073, Peoples R China; [Tang, Jiafu Dongbei Uni",,,,信息,唐加福,
WOS:000328428500001,"Zhai, CY; Xue, DY; Li, SC; Wang, GL",Stabilization of Discrete-Time Markovian Jump Systems via Controllers with Partially Mode-Dependent Characterization,MATHEMATICAL PROBLEMS IN ENGINEERING,2013,,,1024-123X,-,"[Zhai, Chunyan; Xue, Dingyu Northeastern Univ, Sch Informat Sci & Engn, Shenyang 110004, Peoples R China; [Zhai, Chunyan; Li, Shuchen; Wang, Guoliang Liaoning Shihua Univ, Sch Informat & Control Engn, Fushun 113001, Peoples R China",,,,信息,薛定宇,
WOS:000317643500017,"Zhang, HG; Cui, LL; Luo, YH",Near-Optimal Control for Nonzero-Sum Differential Games of Continuous-Time Nonlinear Systems Using Single-Network ADP,IEEE TRANSACTIONS ON CYBERNETICS,2013,43,1,2168-2267,206-216,"[Zhang, Huaguang; Cui, Lili; Luo, Yanhong Northeastern Univ, Sch Informat Sci & Engn, Shenyang 110004, Peoples R China; [Zhang, Huaguang Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang 110004, Peoples R China",,,,信息,张化光,
WOS:000319506400003,"Yu, H; Zhou, YC; Jing, YW; Xu, JH; Zhang, XM; Ma, Y",Traffic dynamics of the complex networks with the heterogeneous bandwidth allocation,ACTA PHYSICA SINICA,2013,62,8,1000-3290,-,"[Yu Hao; Jing Yuan-Wei; Ma Yan Northeastern Univ, Sch Informat Sci & Engn, Shenyang 110004, Peoples R China; [Zhou Yu-Cheng; Xu Jia-He; Zhang Xing-Mei Chinese Acad Forestry, Res Inst Wood Ind, Beijing 100091, Peoples R China; [Ma Yan Qingdao Univ Tech",,,,信息,井元伟,
WOS:000317633700025,"Sun, QY; Zhang, J; Zhao, Y; Ma, DZ",Power Distribution Self-Healing System Based on Intuitionistic Uncertainty-Rough Sets,APPLIED MATHEMATICS & INFORMATION SCIENCES,2013,7,,1935-0090,17-184,"[Sun, Qiuye; Zhang, Jing; Zhao, Yan; Ma, Dazhong Northeastern Univ, Sch Informat Sci & Engn, Shenyang 110819, Liaoning, Peoples R China",,,,信息,孙秋野,
WOS:000312844800006,"Zhang, HG; Gong, DW; Chen, B; Liu, ZW",Synchronization for Coupled Neural Networks With Interval Delay: A Novel Augmented Lyapunov-Krasovskii Functional Method,IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS,2013,24,1,2162-237X,58-70,"[Zhang, Huaguang; Gong, Dawei; Liu, Zhenwei Northeastern Univ, Sch Informat Sci & Engn, Shenyang 110819, Peoples R China; [Zhang, Huaguang Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang 110004, Liaoning, Peoples R China; [Chen, Bin",,,,信息,张化光,
WOS:000318245700003,"Liu, CX; Chang, GR; Jia, J",A Novel Routing Algorithm Based on Load Balancing for Multi-Channel Wireless Mesh Networks,KSII TRANSACTIONS ON INTERNET AND INFORMATION SYSTEMS,2013,7,4,1976-7277,651-669,"[Liu, Chun-Xiao; Jia, Jie Northeastern Univ, Sch Informat Sci & Engn, Shenyang, Peoples R China; [Chang, Gui-Ran Northeastern Univ, Ctr Comp, Shenyang, Peoples R China",,,,信息,贾杰,
WOS:000321549900017,"Liu, YJ; Song, QY; Guo, L; Wang, XW",Efficient scheduling algorithms for mixed services in wireless OFDMA system,TELECOMMUNICATION SYSTEMS,2013,52,4,1018-4864,1945-1960,"[Liu, Yejun Northeastern Univ, Sch Informat Sci & Engn, Shenyang, Peoples R China; [Guo, Lei; Wang, Xingwei Northeastern Univ, Coll Informat Sci & Engn, Shenyang, Peoples R China",,,,信息,宋清洋,
WOS:000328507100001,"Zhao, Y",SPECIAL ISSUE ON OPTICAL FIBER SENSORS AND APPLICATIONS,INSTRUMENTATION SCIENCE & TECHNOLOGY,2013,41,2,1073-9149,111-116,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",,,,信息,赵勇,
WOS:000328854500027,"Chen, DL; Sun, SS; Zhang, CR; Chen, YQ; Xue, DY",Fractional-order TV-L-2 model for image denoising,CENTRAL EUROPEAN JOURNAL OF PHYSICS,2013,11,10,1895-1082,141-1422,"[Chen, Dali; Sun, Shenshen; Zhang, Congrong; Xue, Dingyu Northeastern Univ, Shenyang 110819, Liaoning, Peoples R China; [Chen, YangQuan Univ Calif, MESA Lab, Merced, CA 95343 USA",,,,信息,陈大力,
WOS:000325402000073,"Xie, Z; Zhang, YZ; Hu, ZW; Bai, HC",Note: Vignetting calibration and temperature correction for casting billets,REVIEW OF SCIENTIFIC INSTRUMENTS,2013,84,9,0034-6748,-,"[Xie, Zhi; Zhang, Yuzhong; Hu, Zhenwei; Bai, Haicheng Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang 110819, Peoples R China",,,,信息,谢植,
WOS:000314168000003,"Ma, RC; Zhao, J; Dimirovski, GM",Backstepping design for global robust stabilisation of switched nonlinear systems in lower triangular form,INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,2013,44,4,0020-7721,615-624,"[Ma, Ruicheng; Zhao, Jun Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang 110819, Peoples R China; [Ma, Ruicheng; Zhao, Jun Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China; [Dimirovski, Georgi M. Dogus",,,,信息,赵军,
WOS:000325196200021,"Niu, B; Zhao, J",Barrier Lyapunov functions for the output tracking control of constrained nonlinear switched systems,SYSTEMS & CONTROL LETTERS,2013,62,10,0167-6911,963-971,"[Niu, Ben; Zhao, Jun Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang 110819, Peoples R China; [Niu, Ben Bohai Univ, Coll Math & Phys, Jinzhou 121013, Peoples R China",,,,信息,赵军,
WOS:000319380400011,"Niu, B; Zhao, J",Robust H infinity control for a class of uncertain nonlinear switched systems with average dwell time,INTERNATIONAL JOURNAL OF CONTROL,2013,86,6,0020-7179,1107-1117,"[Niu, Ben; Zhao, Jun Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang 110819, Peoples R China; [Niu, Ben Bohai Univ, Coll Math & Phys, Jinzhou 121001, Peoples R China",,,,信息,赵军,
WOS:000320356300009,"Wang, HM; Yang, GH",Dynamic output feedback H control for affine fuzzy systems,INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,2013,44,6,0020-7721,1102-1111,"[Wang, Huimin; Yang, Guang-Hong Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China; [Wang, Huimin; Yang, Guang-Hong Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang 110004, Peoples R China",,,,信息,杨光红,
WOS:000321981100006,"Zheng, BC; Yang, GH",Robust quantized feedback stabilization of linear systems based on sliding mode control,OPTIMAL CONTROL APPLICATIONS & METHODS,2013,34,4,0143-2087,458-471,"[Zheng, Bo-Chao; Yang, Guang-Hong Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China; [Yang, Guang-Hong Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang 110004, Liaoning, Peoples R China",,,,信息,杨光红,
WOS:000324012800005,"Ning, ZL; Song, QY; Yu, Y",A novel scheduling algorithm for physical-layer network coding under Markov model in wireless multi-hop network,COMPUTERS & ELECTRICAL ENGINEERING,2013,39,6,0045-7906,162-1636,"[Ning, Zhaolong; Song, Qingyang; Yu, Yao Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Liaoning, Peoples R China",,,,信息,宋清洋,
WOS:000325835400036,"Zhang, YN; Zhao, Y; Wang, Q; Xue, K",Liquid refractive index sensor based on slow light in slotted photonic crystal waveguide,OPTIK,2013,124,22,0030-4026,5443-5446,"[Zhang, Ya-nan; Zhao, Yong; Wang, Qi; Xue, Kai Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Liaoning, Peoples R China",,,,信息,赵勇,
WOS:000324012800027,"Zhang, XY; Guo, L; Wei, XT",An energy-balanced cooperative MAC protocol based on opportunistic relaying in MANETs,COMPUTERS & ELECTRICAL ENGINEERING,2013,39,6,0045-7906,189-1904,"[Zhang, Xiaoying; Guo, Lei Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Liaoning, Peoples R China; [Wei, Xuetao Univ Calif Riverside, Dept Comp Sci & Engn, Riverside, CA 92521 USA",,,,信息,郭磊,
WOS:000327765600003,"Wang, JY; Zhang, HG; Wang, ZS; Wang, BR",Local exponential synchronization in complex dynamical networks with time-varying delay and hybrid coupling,APPLIED MATHEMATICS AND COMPUTATION,2013,225,,0096-3003,1-32,"[Wang, Junyi; Zhang, Huaguang; Wang, Zhanshan Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, LN, Peoples R China; [Wang, Binrui China Jiliang Univ, Coll Mech & Elect Engn, Hangzhou 310018, Peoples R China",,,,信息,张化光,
WOS:000315362600009,"Hou, WG; Guo, L; Gong, XX; Sun, ZM",Multi-domain integrated grooming algorithm for green IP over WDM network,COMPUTER COMMUNICATIONS,2013,36,3,0140-3664,342-350,"[Hou, Weigang; Guo, Lei; Gong, Xiaoxue; Sun, Zhimin Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",,,,信息,侯维刚,
WOS:000322430600004,"Nie, LS; Jiang, DD; Xu, ZZ",A compressive sensing-based reconstruction approach to network traffic,COMPUTERS & ELECTRICAL ENGINEERING,2013,39,5,0045-7906,142-1432,"[Nie, Laisen; Jiang, Dingde; Xu, Zhengzheng Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",,,,信息,蒋定德,
WOS:000324012800021,"Peng, YH; Yu, Y; Wang, XR; Song, QY; Yu, YP; Yu, CQ",A new coding- and interference-aware routing protocol in wireless mesh networks,COMPUTERS & ELECTRICAL ENGINEERING,2013,39,6,0045-7906,182-1836,"[Peng, Yuhuai; Yu, Yao; Wang, Xiaorui; Song, Qingyang; Yu, Yinpeng; Yu, Cunqian Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",,,,信息,彭玉怀,
WOS:000323530700036,"Zhang, CS; Li, ZL; Zhang, XH; Zhang, B",Two multi-objective genetic algorithms for the QoS based routing and wavelength allocation problem in WDM network,OPTIK,2013,124,17,0030-4026,2734-2739,"[Zhang, Changsheng; Li, ZhongLin; Zhang, Xiaohong; Zhang, Bin Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",,,,信息,张长胜,
WOS:000315152300033,"Wu, JJ; Liu, YJ; Yu, CQ; Wang, XR; Zhao, JH",Multicast protection based on enhanced intelligent p-cycle method in optical mesh networks,OPTICAL ENGINEERING,2013,52,1,0091-3286,-,"[Wu, Jingjing; Liu, Yejun; Yu, Cunqian; Wang, Xiaorui; Zhao, Junhong Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",,,,信息,吴菁晶,
WOS:000326979600009,"Wang, LH; Han, YY; Huang, YN",Usage of Conductive Polymer Composite as the Object Film of Eddy Current Gap Sensor,IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT,2013,62,12,0018-9456,3202-3208,"[Wang, Luheng; Han, Yanyan; Huang, Yannan Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",,,,信息,王璐珩,
WOS:000324012200001,"Zhang, F; Ma, ZM; Yan, L; Cheng, JW",Construction of fuzzy OWL ontologies from fuzzy EER models: A semantics-preserving approach,FUZZY SETS AND SYSTEMS,2013,229,,0165-0114,1-32,"[Zhang, Fu; Ma, Z. M.; Yan, Li; Cheng, Jingwei Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",,,,信息,张富,
WOS:000320356300007,"Li, TF; Dimirovski, GM; Liu, YY; Zhao, J",Improved stability of a class of switched neutral systems via Lyapunov-Krasovskii functionals and an average dwell-time scheme,INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,2013,44,6,0020-7721,1076-1088,"[Li, Tai-Fang; Liu, Yanyan; Zhao, Jun Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China; [Li, Tai-Fang; Liu, Yanyan; Zhao, Jun Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang 110819, Peoples R China; [Dim",,,,信息,赵军,
WOS:000316529000012,"Guo, L; Hou, WG; Wei, XT; Lv, SZ",Power efficient grooming based on optical bypass reconfiguration in green optical networks,OPTIK,2013,124,5,0030-4026,437-445,"[Guo, Lei; Hou, Weigang; Lv, Size Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China; [Wei, Xuetao Univ Calif Riverside, Dept Comp Sci & Engn, Riverside, CA 92521 USA; [Guo, Lei Beijing Univ Posts & Telecommun, State Key Lab",,,,信息,郭磊,
WOS:000313146700025,"Liu, J; Ma, ZM; Yan, L",Efficient labeling scheme for dynamic XML trees,INFORMATION SCIENCES,2013,221,,0020-0255,338-354,"[Liu, Jian; Ma, Z. M. Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China; [Yan, Li Northeastern Univ, Sch Software, Shenyang 110819, Peoples R China",,,,信息,马宗民,
WOS:000319179800002,"Long, Y; Yang, GH",Fault detection for networked control systems subject to quantisation and packet dropout,INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,2013,44,6,0020-7721,1150-1159,"[Long, Yue; Yang, Guang-Hong Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China; [Yang, Guang-Hong Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang 110819, Peoples R China",,,,信息,杨光红,
WOS:000323916300004,"Hao, LY; Yang, GH",Robust fault tolerant control based on sliding mode method for uncertain linear systems with quantization,ISA TRANSACTIONS,2013,52,5,0019-0578,600-610,"[Hao, Li-Ying; Yang, Guang-Hong Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China; [Yang, Guang-Hong Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang 110819, Peoples R China",,,,信息,杨光红,
WOS:000320568500033,"Gao, XW; Li, SW; Gong, RF",Maximum power point tracking control strategies with variable weather parameters for photovoltaic generation systems,SOLAR ENERGY,2013,93,,0038-092X,357-367,"[Gao, Xianwen; Li, Shaowu; Gong, Rongfen Northeastern Univ, Coll Informat Sci & Engn, Shenyang, Peoples R China; [Li, Shaowu Hubei Univ Nationalities, Sch Informat Engn, Enshi, Peoples R China",,,,信息,高宪文,
WOS:000326851400053,"Li, SW; Gao, XW; Wang, LN; Liu, SJ",A novel maximum power point tracking control method with variable weather parameters for photovoltaic systems,SOLAR ENERGY,2013,97,,0038-092X,529-536,"[Li, Shaowu; Gao, Xianwen; Wang, Lina Northeastern Univ, Coll Informat Sci & Engn, Shenyang, Peoples R China; [Li, Shaowu; Liu, Sanjun Hubei Univ Nationalities, Sch Informat Engn, Enshi, Peoples R China",,,,信息,高宪文,
WOS:000319503200005,"Liu, QQ; Yang, GH",Robust stability of parameter uncertain systems with limited data rates,INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,2013,44,8,0020-7721,1426-1437,"[Liu, Qing-Quan; Yang, Guang-Hong Northeastern Univ, Coll Informat Sci & Engn, Shenyang, Peoples R China; [Liu, Qing-Quan Shenyang Ligong Univ, Sch Informat Sci & Engn, Shenyang, Peoples R China; [Yang, Guang-Hong Northeastern Univ, State Key Lab Inte",,,,信息,杨红光,
WOS:000326913000010,"Li, J; Zhao, J",Passivity and feedback passification of switched discrete-time linear systems,SYSTEMS & CONTROL LETTERS,2013,62,11,0167-6911,1073-1081,"[Li, Jiao; Zhao, Jun Northeastern Univ, Coll Informat Sci & Engn, State Key Lab Synthet Automat Proc Ind, Shenyang 110819, Peoples R China; [Li, Jiao Hebei North Univ, Coll Sci, Zhangjiakou 075000, Hebei, Peoples R China",,,,信息,赵军,
WOS:000327909800016,"Li, J; Zhao, J",Reliable H-infinity filtering for switched discrete-time systems with sensor failures: An estimated state-dependent switching method,JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS,2013,350,10,0016-0032,3082-3099,"[Li, Jiao; Zhao, Jun Northeastern Univ, Coll Informat Sci & Engn, State Key Lab Synthet Automat Proc Ind, Shenyang 110819, Peoples R China; [Li, Jiao Hebei North Univ, Coll Sci, Hebei 075000, Peoples R China",,,,信息,赵军,
WOS:000318161400015,"Tang, LX; Che, P",Generation Scheduling Under a CO2 Emission Reduction Policy in the Deregulated Market,IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,2013,60,2,0018-9391,386-397,"[Tang, Lixin Northeastern Univ, Liaoning Key Lab Mfg Syst & Logist, Logist Inst, Shenyang 110819, Peoples R China; [Che, Ping Northeastern Univ, Dept Math, Shenyang 110819, Peoples R China",,,,信息,唐立新,
WOS:000321889500017,"Tang, LX; Luo, JX; Liu, JY",Modelling and a tabu search solution for the slab reallocation problem in the steel industry,INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,2013,51,14,0020-7543,4405-4420,"[Tang, Lixin Northeastern Univ, Logist Inst, Liaoning Key Lab Mfg Syst & Logist, Shenyang 110819, Peoples R China; [Luo, Jiaxiang S China Univ Technol, Sch Automat Sci & Engn, Guangzhou 510640, Guangdong, Peoples R China; [Liu, Jiyin Northeastern Univ",,,,信息,唐立新,
WOS:000322478600033,"Gong, XX; Guo, L; Hou, WG; Zhang, LC",Energy-efficient rings mechanism for greening multisegment fiber-wireless access networks,OPTICAL ENGINEERING,2013,52,7,0091-3286,-,"[Gong, Xiaoxue; Guo, Lei; Hou, Weigang; Zhang, Lincong Northwestern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",,,,信息,郭磊,
WOS:000322306600002,"Long, LJ; Zhao, J",Output-feedback stabilisation for a class of switched nonlinear systems with unknown control coefficients,INTERNATIONAL JOURNAL OF CONTROL,2013,86,3,0020-7179,386-395,"[Long, Lijun; Zhao, Jun Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang 110819, Peoples R China",,,,信息,龙离军,
WOS:000314690500004,"Zhang, YW; An, JY; Zhang, HL",Monitoring of time-varying processes using kernel independent component analysis,CHEMICAL ENGINEERING SCIENCE,2013,88,,0009-2509,23-32,"[Zhang, Yingwei; An, Jiayu; Zhang, Hailong Northeastern Univ, State Lab Synth Automat Proc Ind, Shenyang 110004, Liaoning, Peoples R China",,,,信息,张颖伟,
WOS:000317887100008,"Zhang, YW; An, JY; Li, ZM; Wang, H",Modeling and monitoring for handling nonlinear dynamic processes,INFORMATION SCIENCES,2013,235,,0020-0255,97-105,"[Zhang, Yingwei; An, Jiayu; Li, Zhiming Northeastern Univ, State Lab Synth Automat Proc Ind, Shenyang 110004, Liaoning, Peoples R China; [Wang, Hong Univ Manchester, Control Syst Ctr, Sch Elect & Elect Engn, Manchester M60 1QD, Lancs, England",,,,信息,张颖伟,
WOS:000314168000006,"Guo, XG; Yang, GH",H infinity output tracking control for delta operator systems with insensitivity to controller coefficient variations,INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,2013,44,4,0020-7721,652-662,"[Guo, Xiang-Gui; Yang, Guang-Hong Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China; [Guo, Xiang-Gui; Yang, Guang-Hong Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang 110004, Liaoning, Peoples R",,,,信息,杨光红,
WOS:000313363200024,"Wang, LH; Li, YL",A Review for Conductive Polymer Piezoresistive Composites and a Development of a Compliant Pressure Transducer,IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT,2013,62,2,0018-9456,495-502,"[Wang, Luheng; Li, Yanling Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",,,,信息,王璐珩,
WOS:000325445100117,"Liu, YJ; Song, QY; Li, B; Ma, R",Load balanced optical network unit (ONU) placement in cost-efficient fiber-wireless (FiWi) access network,OPTIK,2013,124,20,0030-4026,4594-4601,"[Liu, Yejun; Song, Qingyang; Li, Bing; Ma, Rui Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",,,,信息,宋清洋,
WOS:000319076200011,"Luan, F; Choi, JH; Jung, HK",RPCA-Based Noise Suppression in MEG Measurement for Improving Bio-Electromagnetic Source Estimation,IEEE TRANSACTIONS ON MAGNETICS,2013,49,5,0018-9464,1585-1588,"[Luan, Feng Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China; [Choi, Jong-Ho; Jung, Hyun-Kyo Seoul Natl Univ, Sch Elect Engn & Comp Sci, Seoul 151744, South Korea",,,,信息,峦峰,
WOS:000321422700024,"Jia, J; Lin, QS; Chen, J; Li, CY; Wang, XW",Congestion aware channel allocation with route scheduling in wireless cognitive radio mesh network,COMPUTERS & ELECTRICAL ENGINEERING,2013,39,4,0045-7906,134-1357,"[Jia, Jie; Lin, Qiusi; Chen, Jian; Wang, Xingwei Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China; [Jia, Jie Shenyang Ligong Univ, Shenyang 110159, Peoples R China; [Li, Chunyu Beijing Inst Elect Technol & Applicat, Beijin",,,,信息,贾杰,
WOS:000315839600019,"Xiao, T; Zhu, JB; Liu, TR",Bagging and Boosting statistical machine translation systems,ARTIFICIAL INTELLIGENCE,2013,195,,0004-3702,496-527,"[Xiao, Tong; Zhu, Jingbo Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China; [Liu, Tongran Chinese Acad Sci, Inst Psychol, Key Lab Behav Sci, Beijing 100101, Peoples R China",,,,信息,肖桐,
WOS:000319540500033,"Dong, JX; Yang, GH",Robust static output feedback control synthesis for linear continuous systems with polytopic uncertainties,AUTOMATICA,2013,49,6,0005-1098,182-1829,"[Dong, Jiuxiang Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China; Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang 110819, Peoples R China",,,,信息,董久祥,
WOS:000321544700008,"Ma, HJ; Yang, GH",Residual generation for fault detection and isolation in a class of uncertain nonlinear systems,INTERNATIONAL JOURNAL OF CONTROL,2013,86,2,0020-7179,263-275,"[Ma, Hong-Jun; Yang, Guang-Hong Northeastern Univ, Coll Informat Sci & Engn, Shenyang, Peoples R China",,,,信息,马宏军,
WOS:000320191500015,"Li, J; Yang, GH",Fault detection and isolation for discrete-time switched linear systems based on average dwell-time method,INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,2013,44,12,0020-7721,2349-2364,"[Li, Jian; Yang, Guang-Hong Northeastern Univ, Coll Informat Sci & Engn, Shenyang, Peoples R China; [Yang, Guang-Hong Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang 110819, Peoples R China",,,,信息,杨红光,
WOS:000324012200002,"Liu, J; Ma, ZM; Ma, RZ",Efficient processing of twig query with compound predicates in fuzzy XML,FUZZY SETS AND SYSTEMS,2013,229,,0165-0114,33-53,"[Liu, Jian; Ma, Z. M.; Ma, Ruizhe Northeastern Univ, Sch Informat Sci & Engn, Shenyang 110004, Peoples R China",,,,信息,马宗民,
,"Cao, Y; Luo, XG; Kwong, CK; Tang, JFF; Zhou, W",Joint optimization of product family design and supplier selection under multinomial logit consumer choice rule,CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,2012,20,4,1063-293X,,"Northeastern Univ, Dept Syst Engn, State Key Lab Synthet Automat Proc Ind, Shenyang 110004, Liaoning, Peoples R China",Article,0.542,4区,信息,雒兴刚,
